Sale Start date,Sale End date,DSP,Sale Store Name,Sale Type,Sale User Type,Territory,Product UPC,Product Reference,Product Catalog Number,Product Label,Product Artist,Product Title,Asset Artist,Asset Title,Asset Version,Asset Duration,Asset ISRC,Asset Reference,Asset/Product,Product Quantity,Asset Quantity,Original Gross Income,Original currency,Exchange Rate,Converted Gross Income,Contract deal term,Reported Royalty,Currency,Report Run ID,Report ID,Sale ID
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio + Video),,CL,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,3,0.0050826,USD,0.89605,0.00455426373,93%,0.0042354652689,EUR,7612,282493,8185036548
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio + Video),,CL,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,7,0.0268905,USD,0.89605,0.024095232525,93%,0.02240856624825,EUR,7612,282493,8185061051
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio + Video),,CL,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,16,0.03303296,USD,0.89605,0.029599183808,93%,0.02752724094144,EUR,7612,282493,8185061052
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio + Video),,CL,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,4,0.0067768,USD,0.89605,0.00607235164,93%,0.0056472870252,EUR,7612,282493,8185061053
2022-02-22,2022-02-22,Youtube Music,Youtube Music,Video Stream (Audio + Video),,CA,8720693951190,5132376164,2a3e72c9-f0a1-4519-a613-063fef015d50,RRoger,Roger Rotonda,Seven days in the morning,Roger Rotonda,Seven days in the morning,,346,NLRD52082071,5132388692,Asset,,1,0.00667436,USD,0.89605,0.005980560278,93%,0.00556192105854,EUR,7612,282493,8182903884
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio),,CL,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,1,0.0038415,USD,0.89605,0.003442176075,93%,0.00320122374975,EUR,7612,282493,8185033826
2022-02-25,2022-02-25,Youtube Music,Youtube Music,Video Stream (Audio + Video),,CL,8720693958304,5141162351,50ec54af-41ce-4d27-9cbb-210b2f855205,Houston prod,Lowpress featuring Ezek13,En el bloque,Lowpress featuring Ezek13,En el bloque,,181,NLRD52082461,5141164406,Asset,,1,0.0038415,USD,0.89605,0.003442176075,93%,0.00320122374975,EUR,7612,282493,8184980471
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio + Video),,CL,8720693977312,5148218958,0fa3da55-e860-439f-add8-e24e90fe8ac3,YEYCA Beats,YEYCA Beats,PERREO RKT Instrumental Beat,YEYCA Beats,PERREO RKT Instrumental,,195,NLRD52082090,5148221183,Asset,,1,0.00206456,USD,0.89605,0.001849948988,93%,0.00172045255884,EUR,7612,282493,8185055320
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio + Video),,FR,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,1,0.008030705,USD,0.89605,0.00719591321525,93%,0.006692199334985,EUR,7612,282494,8178005756
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio + Video),,GT,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,1,0.003495765,USD,0.89605,0.00313238022825,93%,0.002913113657075,EUR,7612,282495,8164071122
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio + Video),,IN,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,1,0.00146371,USD,0.89605,0.0013115573455,93%,0.001219748331315,EUR,7612,282495,8178222762
2022-02-22,2022-02-22,Youtube Music,Youtube Music,Video Stream (Audio + Video),,IN,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Call me,,109,NLRD52082503,5142053002,Asset,,1,0.00146371,USD,0.89605,0.0013115573455,93%,0.001219748331315,EUR,7612,282495,8176731709
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio + Video),,IN,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Call me,,109,NLRD52082503,5142053002,Asset,,1,0.00146371,USD,0.89605,0.0013115573455,93%,0.001219748331315,EUR,7612,282495,8177870268
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio + Video),,IN,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Por ultima vez,,159,NLRD52082292,5142053009,Asset,,1,0.00146371,USD,0.89605,0.0013115573455,93%,0.001219748331315,EUR,7612,282495,8177958519
2022-02-26,2022-02-26,Youtube Music,Youtube Music,Video Stream (Audio),,US,8720693953033,5133805871,d2920f7b-69b5-410f-8d47-8238f700f5b1,GM MUSICA,Barbara Bluedeep,Espejismos,Barbara Bluedeep,Espejismos,,186,NLRD52082449,5133808818,Asset,,1,0.00782287,USD,0.89605,0.0070096826635,93%,0.006519004877055,EUR,7612,282499,8156342019
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio + Video),,US,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,5,0.086606125,USD,0.89605,0.07760341830625,93%,0.072171179069615,EUR,7612,282499,8156820213
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio + Video),,US,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,1,0.017321225,USD,0.89605,0.01552068366125,93%,0.014434235849765,EUR,7612,282499,8157431149
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio),,US,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,1,0.017321225,USD,0.89605,0.01552068366125,93%,0.014434235849765,EUR,7612,282499,8156746181
2022-02-22,2022-02-22,Youtube Music,Youtube Music,Video Stream (Audio + Video),,US,8720693953422,5134087993,32be67af-2098-421f-944c-8a5ed974abc3,Dodo,Dodo,DOS,Dodo,Meatball day,,205,NLRD52082183,5136425479,Asset,,1,0.017321225,USD,0.89605,0.01552068366125,93%,0.014434235849765,EUR,7612,282499,8153985327
2022-02-26,2022-02-26,Youtube Music,Youtube Music,Video Stream (Audio + Video),,US,8720693980107,5149236580,aab14589-686f-4b96-a479-fdf11251ee62,Los Casettes,Los Casettes,Simple Los Casettes 2022,Los Casettes,Aquel Día,,263,NLRD52082223,5149239637,Asset,,10,0.173197475,USD,0.89605,0.15519359747375,93%,0.14433004569539,EUR,7612,282499,8156068907
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,ES,024543172918,5133170494,164121,Sol Vera,Zunny,El Pecado REMIX,Zunny,El Pecado REMIX,,295,USANG2117360,5133170523,Asset,,1,0.001364225,USD,0.89605,0.00122241381125,93%,0.001136844889265,EUR,7612,282502,8143550979
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693953453,5134121691,daf3c0d7-ce15-47bc-b7a1-8d52941a6b11,Sismo Bit,Miranda/Arens,Runfla,Miranda/Arens,Sueños rotos,,194,NLRD52082225,5134127005,Asset,,0,0.00230884,USD,0.89605,0.002068836082,93%,0.00192401755626,EUR,7612,282502,8132312315
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693953453,5134121691,daf3c0d7-ce15-47bc-b7a1-8d52941a6b11,Sismo Bit,Miranda/Arens,Runfla,Miranda/Arens,Grasas,,96,NLRD52082507,5134125237,Asset,,0,0.00104607,USD,0.89605,0.0009373310235,93%,0.000871717851855,EUR,7612,282502,8147654594
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,4,0.00203895,USD,0.89605,0.0018270011475,93%,0.001699111067175,EUR,7612,282502,8135728340
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,1,0.00105592,USD,0.89605,0.000946157116,93%,0.00087992611788,EUR,7612,282502,8147520753
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,NL,8720693953422,5134087993,32be67af-2098-421f-944c-8a5ed974abc3,Dodo,Dodo,DOS,Dodo,Meatball day,,205,NLRD52082183,5136425479,Asset,,1,0.002341345,USD,0.89605,0.00209796218725,93%,0.001951104878945,EUR,7612,282502,8131846603
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Por ultima vez,,159,NLRD52082292,5142053009,Asset,,19,0.00251569,USD,0.89605,0.0022541840245,93%,0.002096391142785,EUR,7612,282502,8129510689
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Por ultima vez,,159,NLRD52082292,5142053009,Asset,,14,0.002396505,USD,0.89605,0.00214738830525,93%,0.001997071168685,EUR,7612,282502,8131062906
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Decidido,,205,NLRD52082586,5142053007,Asset,,6,0.002396505,USD,0.89605,0.00214738830525,93%,0.001997071168685,EUR,7612,282502,8131069856
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,intro,,42,NLRD52082333,5142053003,Asset,,16,0.002388625,USD,0.89605,0.00214032743125,93%,0.001990504555865,EUR,7612,282502,8131177452
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,GB,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Call me,,109,NLRD52082503,5142053002,Asset,,2,0.002258605,USD,0.89605,0.00202382301025,93%,0.001882155444335,EUR,7612,282502,8133042390
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Call me,,109,NLRD52082503,5142053002,Asset,,16,0.0022064,USD,0.89605,0.00197704472,93%,0.0018386515896,EUR,7612,282502,8133797370
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Amor bipolar,,196,NLRD52082230,5142053020,Asset,,2,0.001703065,USD,0.89605,0.00152603139325,93%,0.001419209240525,EUR,7612,282502,8139065520
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Decidido,,205,NLRD52082586,5142053007,Asset,,2,0.001653815,USD,0.89605,0.00148190093075,93%,0.0013781679104,EUR,7612,282502,8139696815
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Por ultima vez,,159,NLRD52082292,5142053009,Asset,,9,0.00154251,USD,0.89605,0.0013821660855,93%,0.001285414459515,EUR,7612,282502,8141124502
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Por ultima vez,,159,NLRD52082292,5142053009,Asset,,20,0.00137506,USD,0.89605,0.001232122513,93%,0.00114587393709,EUR,7612,282502,8143433223
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,intro,,42,NLRD52082333,5142053003,Asset,,7,0.00105001,USD,0.89605,0.0009408614605,93%,0.000875001158265,EUR,7612,282502,8147595872
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Call me,,109,NLRD52082503,5142053002,Asset,,15,0.000917035,USD,0.89605,0.00082170921175,93%,0.00076418961173,EUR,7612,282502,8149561298
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,intro,,42,NLRD52082333,5142053003,Asset,,15,0.00091605,USD,0.89605,0.0008208266025,93%,0.000763368740325,EUR,7612,282502,8149565673
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693957710,5139962006,4acd7112-f9f6-4572-b982-97c5653381df,SABES Q',SABES Q',Con tu nombre,SABES Q',CON TU NOMBRE,,199,NLRD52082226,5139968407,Asset,,3,0.001795655,USD,0.89605,0.00160899666275,93%,0.00149636694116,EUR,7612,282502,8137952749
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BO,8720693957710,5139962006,4acd7112-f9f6-4572-b982-97c5653381df,SABES Q',SABES Q',Con tu nombre,SABES Q',CON TU NOMBRE,,199,NLRD52082226,5139968407,Asset,,1,0.001460755,USD,0.89605,0.00130890951775,93%,0.00121728589631,EUR,7612,282502,8142218146
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,US,8720693957727,5139983734,21e9f010-2684-4c5c-abea-1579da41173b,SABES Q',SABES Q',Tu Silueta,SABES Q',Tu Silueta,,197,NLRD52082527,5139988664,Asset,,1,0.001504095,USD,0.89605,0.00134774432475,93%,0.00125340226682,EUR,7612,282502,8141597090
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693957727,5139983734,21e9f010-2684-4c5c-abea-1579da41173b,SABES Q',SABES Q',Tu Silueta,SABES Q',Tu Silueta,,197,NLRD52082527,5139988664,Asset,,4,0.00133566,USD,0.89605,0.001196818143,93%,0.00111304087299,EUR,7612,282502,8143858900
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,IT,8720693958144,5140438751,8720693958144,Cami Wond,Cami Wond,Desencuentro,Cami Wond,Desencuentro,,153,NLRD52082427,5140473741,Asset,,0,0.00243295,USD,0.89605,0.0021800448475,93%,0.002027441708175,EUR,7612,282502,8130548904
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,IT,8720693958304,5141162351,50ec54af-41ce-4d27-9cbb-210b2f855205,Houston prod,Lowpress featuring Ezek13,En el bloque,Lowpress featuring Ezek13,En el bloque,,181,NLRD52082461,5141164406,Asset,,1,0.002242845,USD,0.89605,0.00200970126225,93%,0.001869022218695,EUR,7612,282502,8133267083
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,MX,8720693958304,5141162351,50ec54af-41ce-4d27-9cbb-210b2f855205,Houston prod,Lowpress featuring Ezek13,En el bloque,Lowpress featuring Ezek13,En el bloque,,181,NLRD52082461,5141164406,Asset,,0,0.001460755,USD,0.89605,0.00130890951775,93%,0.00121728589631,EUR,7612,282502,8142203670
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,BO,8720693967955,5145670648,abdc26dc-27cb-41ce-85b6-2524a49adfbb,Producciones Khriz,DJ Khriz Music,Mi Cama,DJ Khriz Music,Mi Cama,,175,NLRD52082379,5145671846,Asset,,1,0.000966285,USD,0.89605,0.00086583967425,93%,0.000805230941855,EUR,7612,282502,8148985520
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693970382,5146357960,8807b415-b646-4a02-b82e-eed676c7bde8,OtthanMusic,MILE,DULCE,MILE,DULCE,,185,NLRD52082318,5146358163,Asset,,2,0.00154842,USD,0.89605,0.001387461741,93%,0.00129033941913,EUR,7612,282502,8141065941
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693973857,5147126551,e28bc9cb-3695-4f33-b5fa-20d33c63b440,CLAUDIO ALBINA,CLAUDIO ALBINA,CAMINO AL CIELO,CLAUDIO ALBINA,CAMINO AL CIELO,,266,NLRD52082588,5152877917,Asset,,6,0.002039935,USD,0.89605,0.00182788375675,93%,0.00169993193858,EUR,7612,282502,8135716845
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693973857,5147126551,e28bc9cb-3695-4f33-b5fa-20d33c63b440,CLAUDIO ALBINA,CLAUDIO ALBINA,CAMINO AL CIELO,CLAUDIO ALBINA,CAMINO AL CIELO,,266,NLRD52082588,5152877917,Asset,,2,0.000930825,USD,0.89605,0.00083406574125,93%,0.000775681184165,EUR,7612,282502,8149419309
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,KR,8720693991004,5154609580,cc358a4b-a13b-4246-a187-23734fa21d2f,DoggyRecords,Jella,¡oh! Amigo Pasto,Jella,¡oh! Amigo Pasto,,144,NLRD52082466,5154613123,Asset,,0,0.002132525,USD,0.89605,0.00191084902625,93%,0.001777089639215,EUR,7612,282502,8134883681
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693995880,5162128522,b212f5b5-2450-45c2-8422-26cd77b3a89c,Independiente,Rex Lémur,La Comunión de los Pájaros,Rex Lémur,Y Te Nombro,,242,NLRD52082221,5162135393,Asset,,0,0.00119973,USD,0.89605,0.0010750180665,93%,0.000999766801845,EUR,7612,282502,8145441284
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693998812,5165947499,7beeabb0-37e8-4cfe-8e54-a89e059813ce,MDQ Producciones,Luciana Cid,Destino,Luciana Cid,Solo quiero Rock and Roll,,221,NLRD52082566,5171864387,Asset,,4,0.001482425,USD,0.89605,0.00132832692125,93%,0.001235344081565,EUR,7612,282502,8141898759
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,018736621581,5132421255,122320,Sol Maribel Vera Aranda,Zunny,Diva,Zunny,Diva,,213,US3DF2024886,5132421267,Asset,,1,0.000426505,USD,0.89605,0.00038216980525,93%,0.000355417963685,EUR,7612,282503,8133578791
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,024543156628,5133120045,162292,Zunny,Zunny,Flex,Zunny,Flex,,164,USANG2114106,5133120071,Asset,,2,0.00070132,USD,0.89605,0.000628417786,93%,0.00058442854098,EUR,7612,282503,8125627933
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,024543156628,5133120045,162292,Zunny,Zunny,Flex,Zunny,Flex,,164,USANG2114106,5133120071,Asset,,4,0.00048265,USD,0.89605,0.0004324785325,93%,0.000402205035225,EUR,7612,282503,8131775300
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,024543156628,5133120045,162292,Zunny,Zunny,Flex,Zunny,Flex,,164,USANG2114106,5133120071,Asset,,4,0.00041173,USD,0.89605,0.0003689306665,93%,0.000343105519845,EUR,7612,282503,8134093153
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,024543156628,5133120045,162292,Zunny,Zunny,Flex,Zunny,Flex,,164,USANG2114106,5133120071,Asset,,1,0.000259055,USD,0.89605,0.00023212623275,93%,0.00021587744126,EUR,7612,282503,8137425456
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,024543172918,5133170494,164121,Sol Vera,Zunny,El Pecado REMIX,Zunny,El Pecado REMIX,,295,USANG2117360,5133170523,Asset,,0,0.000578195,USD,0.89605,0.00051809162975,93%,0.00048182526047,EUR,7612,282503,8129086716
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,IN,024543285434,5133545125,177571,Sol Vera,Zunny,Avión,Zunny,Avión,,189,USANG2156495,5133545163,Asset,,0,0.0006304,USD,0.89605,0.00056486992,93%,0.0005253290256,EUR,7612,282503,8127844113
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693953453,5134121691,daf3c0d7-ce15-47bc-b7a1-8d52941a6b11,Sismo Bit,Miranda/Arens,Runfla,Miranda/Arens,Cosas que se piantaron del barrio,,143,NLRD52082521,5134126236,Asset,,0,0.00079391,USD,0.89605,0.0007113830555,93%,0.000661586241615,EUR,7612,282503,8122221135
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693953453,5134121691,daf3c0d7-ce15-47bc-b7a1-8d52941a6b11,Sismo Bit,Miranda/Arens,Runfla,Miranda/Arens,Clavel,,254,NLRD52082448,5134127603,Asset,,1,0.00062449,USD,0.89605,0.0005595742645,93%,0.000520404065985,EUR,7612,282503,8128013069
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693953453,5134121691,daf3c0d7-ce15-47bc-b7a1-8d52941a6b11,Sismo Bit,Miranda/Arens,Runfla,Miranda/Arens,Runflero,,188,NLRD52082573,5134126945,Asset,,3,0.00046689,USD,0.89605,0.0004183567845,93%,0.000389071809585,EUR,7612,282503,8132251512
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693953453,5134121691,daf3c0d7-ce15-47bc-b7a1-8d52941a6b11,Sismo Bit,Miranda/Arens,Runfla,Miranda/Arens,Truco,,94,NLRD52082161,5134125226,Asset,,1,0.00041173,USD,0.89605,0.0003689306665,93%,0.000343105519845,EUR,7612,282503,8134098695
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693953453,5134121691,daf3c0d7-ce15-47bc-b7a1-8d52941a6b11,Sismo Bit,Miranda/Arens,Runfla,Miranda/Arens,Grasas,,96,NLRD52082507,5134125237,Asset,,1,0.00038021,USD,0.89605,0.0003406871705,93%,0.000316839068565,EUR,7612,282503,8135094542
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693953453,5134121691,daf3c0d7-ce15-47bc-b7a1-8d52941a6b11,Sismo Bit,Miranda/Arens,Runfla,Miranda/Arens,Gorrión,,151,NLRD52082369,5134126429,Asset,,1,0.00028565,USD,0.89605,0.0002559566825,93%,0.000238039714725,EUR,7612,282503,8136878066
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,RS,8720693953453,5134121691,daf3c0d7-ce15-47bc-b7a1-8d52941a6b11,Sismo Bit,Miranda/Arens,Runfla,Miranda/Arens,Hermano sur,,131,NLRD52082485,5134125881,Asset,,1,0.000245265,USD,0.89605,0.00021976970325,93%,0.000204385868825,EUR,7612,282503,8137714819
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693953453,5134121691,daf3c0d7-ce15-47bc-b7a1-8d52941a6b11,Sismo Bit,Miranda/Arens,Runfla,Miranda/Arens,Bronca debute,,141,NLRD52082525,5134126160,Asset,,2,0.000243295,USD,0.89605,0.00021800448475,93%,0.00020274421562,EUR,7612,282503,8137761087
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693953453,5134121691,daf3c0d7-ce15-47bc-b7a1-8d52941a6b11,Sismo Bit,Miranda/Arens,Runfla,Miranda/Arens,Runflero,,188,NLRD52082573,5134126945,Asset,,1,0.000237385,USD,0.89605,0.00021270882925,93%,0.000197819256005,EUR,7612,282503,8137886796
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693953453,5134121691,daf3c0d7-ce15-47bc-b7a1-8d52941a6b11,Sismo Bit,Miranda/Arens,Runfla,Miranda/Arens,Cosas que se piantaron del barrio,,143,NLRD52082521,5134126236,Asset,,1,0.000231475,USD,0.89605,0.00020741317375,93%,0.00019289429639,EUR,7612,282503,8138047614
2022-02-01,2022-02-28,Youtube Ad Supported,Youtube Ad Supported,Video Stream (Audio + Video),,AR,8720693953750,5134523793,48489933-9bc4-4a74-83f0-ada49b8d2d5d,Julián González,Julián González,Noroeste,Julián González,Noroeste,,272,NLRD52082271,5134534336,Asset,,1,0.000418625,USD,0.89605,0.00037510893125,93%,0.000348851350865,EUR,7612,282503,8133864943
